order_id,order_total,num_items,item_price,discount_applied_percent,shipping_days,product_category,product_avg_rating,customer_past_order_count,customer_past_return_rate,customer_tenure_days,payment_method,is_first_purchase,used_size_guide,promo_used,weekend_order,returned
ORD_00051,1627.39,2,856.52,5,1,Electronics,3.2,0,0.0,21,paypal,1,0,0,0,0
ORD_00052,1794.32,2,897.16,0,5,Clothing,2.8,0,0.0,6,credit_card,1,0,0,0,0
ORD_00053,888.42,1,888.42,0,4,Books,3.8,25,0.178,770,credit_card,0,0,0,1,0
ORD_00054,1052.42,1,1169.36,10,4,Clothing,4.6,2,0.344,992,credit_card,0,1,1,0,1
ORD_00055,575.96,4,143.99,0,3,Home,4.1,0,0.0,25,paypal,1,0,0,0,0
ORD_00056,827.3,1,919.22,10,5,Clothing,3.6,57,0.178,1236,gift_card,0,1,1,0,0
ORD_00057,3412.59,3,1137.53,0,2,Sports,2.5,0,0.0,2,credit_card,1,0,0,0,0
ORD_00058,93.82,2,46.91,0,3,Beauty,2.2,0,0.0,8,debit_card,1,0,0,0,0
ORD_00059,2316.47,5,514.77,10,4,Beauty,4.5,0,0.0,5,debit_card,1,0,1,0,0
ORD_00060,2524.48,5,531.47,5,3,Electronics,2.8,57,0.048,112,apple_pay,0,0,0,0,0
ORD_00061,238.75,1,280.88,15,6,Home,2.1,35,0.346,1593,debit_card,0,0,1,0,0
ORD_00062,1009.53,5,224.34,10,4,Home,2.3,43,0.193,245,apple_pay,0,0,1,0,0
ORD_00063,907.74,1,1134.67,20,4,Electronics,2.9,52,0.519,1720,gift_card,0,0,1,0,1
ORD_00064,440.04,2,231.6,5,5,Sports,4.3,0,0.0,17,credit_card,1,0,0,1,0
ORD_00065,76.34,2,42.41,10,5,Sports,2.9,0,0.0,13,credit_card,1,0,1,0,0
ORD_00066,236.83,2,148.02,20,3,Sports,3.5,0,0.0,26,credit_card,1,0,1,0,0
ORD_00067,211.69,1,235.21,10,5,Clothing,2.2,54,0.204,1644,paypal,0,0,1,1,1
ORD_00068,2277.51,2,1198.69,5,2,Home,3.0,70,0.226,690,apple_pay,0,0,0,0,1
ORD_00069,976.95,1,1028.37,5,3,Home,4.7,20,0.297,106,credit_card,0,0,0,0,0
ORD_00070,1015.29,1,1015.29,0,6,Clothing,2.4,20,0.045,1631,gift_card,0,1,0,0,0
ORD_00071,3071.97,4,1023.99,25,3,Electronics,4.2,70,0.022,171,credit_card,0,0,1,0,0
ORD_00072,69.44,1,115.73,40,5,Sports,2.3,0,0.0,9,apple_pay,1,0,1,1,0
ORD_00073,454.81,1,454.81,0,4,Home,4.4,0,0.0,2,paypal,1,0,0,0,0
ORD_00074,1406.24,2,703.12,0,4,Electronics,4.0,60,0.541,1418,paypal,0,0,0,1,0
ORD_00075,1786.49,7,364.59,30,4,Electronics,2.9,62,0.064,812,paypal,0,0,1,0,0
ORD_00076,997.65,1,1173.71,15,3,Home,4.1,7,0.546,1557,credit_card,0,0,1,0,1
ORD_00077,2085.12,3,731.62,5,4,Sports,4.0,18,0.377,1316,paypal,0,0,0,0,0
ORD_00078,1761.94,2,880.97,0,3,Books,2.5,0,0.0,17,apple_pay,1,0,0,0,0
ORD_00079,153.1,1,204.14,25,7,Toys,2.9,15,0.281,185,credit_card,0,0,1,0,0
ORD_00080,2469.79,3,1176.09,30,5,Electronics,4.4,0,0.0,17,credit_card,1,0,1,0,0
ORD_00081,415.96,1,462.18,10,3,Sports,3.4,72,0.197,1280,credit_card,0,0,1,1,0
ORD_00082,1749.0,5,368.21,5,2,Toys,2.9,13,0.141,1131,credit_card,0,0,0,0,0
ORD_00083,3236.46,3,1135.6,5,5,Clothing,3.2,0,0.0,15,paypal,1,0,0,1,0
ORD_00084,538.08,1,538.08,0,3,Toys,3.1,46,0.036,596,credit_card,0,0,0,1,0
ORD_00085,1436.44,2,798.02,10,4,Clothing,4.4,0,0.0,4,debit_card,1,1,1,0,0
ORD_00086,1954.32,2,977.16,0,5,Books,3.8,0,0.0,4,gift_card,1,0,0,0,0
ORD_00087,1040.81,1,1040.81,0,3,Books,3.8,0,0.0,8,credit_card,1,0,0,0,0
ORD_00088,1381.66,3,575.69,20,4,Clothing,3.5,6,0.436,1380,paypal,0,0,1,0,1
ORD_00089,827.44,2,486.73,15,3,Beauty,2.2,0,0.0,19,credit_card,1,0,1,1,0
ORD_00090,1628.09,2,856.89,5,4,Electronics,3.5,15,0.512,1364,apple_pay,0,0,0,0,0
ORD_00091,2026.54,2,1066.6,5,5,Electronics,4.2,41,0.399,797,gift_card,0,0,0,0,0
ORD_00092,104.26,1,109.75,5,5,Electronics,2.4,0,0.0,30,paypal,1,0,0,0,1
ORD_00093,640.87,1,801.09,20,6,Sports,4.9,46,0.062,1070,credit_card,0,0,1,0,0
ORD_00094,964.91,1,1015.69,5,5,Home,4.4,80,0.368,1347,paypal,0,0,0,0,0
ORD_00095,127.53,3,42.51,0,5,Beauty,3.1,0,0.0,4,paypal,1,0,0,0,1
ORD_00096,75.72,2,44.54,15,2,Electronics,3.0,42,0.466,1193,paypal,0,0,1,0,1
ORD_00097,201.96,3,67.32,0,3,Electronics,3.8,28,0.453,264,credit_card,0,0,0,1,0
ORD_00098,1272.22,2,636.11,0,2,Toys,2.2,0,0.0,30,credit_card,1,0,0,1,1
ORD_00099,14.63,1,17.21,15,2,Electronics,4.1,46,0.043,1795,debit_card,0,0,1,0,0
ORD_00100,362.11,1,381.17,5,3,Sports,2.9,42,0.103,1296,credit_card,0,0,0,0,0
ORD_00101,254.96,2,134.19,5,3,Clothing,4.6,29,0.2,375,credit_card,0,0,0,0,1
ORD_00102,895.67,3,426.51,30,4,Clothing,2.3,0,0.0,5,paypal,1,0,1,0,1
ORD_00103,1432.78,3,596.99,20,5,Electronics,4.8,80,0.194,1315,credit_card,0,0,1,0,0
ORD_00104,1723.0,2,957.22,10,3,Clothing,3.4,0,0.0,11,debit_card,1,1,1,0,0
ORD_00105,1163.6,2,612.42,5,4,Books,4.7,74,0.391,689,paypal,0,0,0,0,0
ORD_00106,1559.47,2,974.67,20,10,Clothing,3.9,0,0.0,22,credit_card,1,1,1,0,1
ORD_00107,327.95,1,345.21,5,3,Home,4.4,9,0.198,1173,paypal,0,0,0,1,0
ORD_00108,2448.81,3,1088.36,25,3,Home,2.4,51,0.077,1482,apple_pay,0,0,1,0,0
ORD_00109,2492.17,3,977.32,15,5,Books,4.1,55,0.305,68,credit_card,0,0,1,1,1
ORD_00110,2938.15,5,587.63,0,2,Clothing,4.5,0,0.0,24,paypal,1,0,0,0,0
ORD_00111,2680.88,4,744.69,10,2,Clothing,4.1,22,0.433,120,credit_card,0,0,1,1,1
ORD_00112,855.25,1,900.26,5,4,Electronics,4.4,25,0.221,1199,gift_card,0,0,0,0,1
ORD_00113,445.71,1,636.73,30,5,Books,2.4,0,0.0,20,credit_card,1,0,1,0,0
ORD_00114,1868.88,3,622.96,0,2,Clothing,3.3,56,0.055,485,debit_card,0,0,0,0,1
ORD_00115,431.07,1,453.76,5,2,Clothing,3.0,0,0.0,22,paypal,1,0,0,1,1
ORD_00116,3350.88,4,837.72,0,5,Electronics,2.0,0,0.0,8,credit_card,1,0,0,1,0
ORD_00117,820.03,2,512.52,20,2,Clothing,2.7,80,0.274,258,debit_card,0,0,1,0,0
ORD_00118,1729.0,2,864.5,0,1,Electronics,3.7,0,0.0,21,credit_card,1,0,0,0,1
ORD_00119,735.28,2,612.73,40,4,Electronics,3.4,48,0.152,64,credit_card,0,0,1,1,1
ORD_00120,355.24,3,131.57,10,5,Clothing,3.1,23,0.498,1433,credit_card,0,0,1,0,0
ORD_00121,886.56,1,933.22,5,3,Clothing,2.6,0,0.0,29,credit_card,1,1,0,0,0
ORD_00122,779.11,1,779.11,0,6,Clothing,4.0,0,0.0,25,credit_card,1,0,0,0,0
ORD_00123,1110.25,1,1168.68,5,3,Beauty,3.6,55,0.047,1264,gift_card,0,0,0,1,0
ORD_00124,398.88,1,398.88,0,3,Sports,2.5,58,0.025,753,paypal,0,0,0,0,0
ORD_00125,194.74,3,76.37,15,3,Home,4.2,0,0.0,0,credit_card,1,0,1,0,0
ORD_00126,70.51,1,88.14,20,3,Electronics,3.7,58,0.569,792,credit_card,0,0,1,1,1
ORD_00127,382.75,1,382.75,0,7,Clothing,2.6,72,0.071,1618,credit_card,0,1,0,0,1
ORD_00128,2967.55,5,593.51,0,6,Electronics,4.7,12,0.486,1762,gift_card,0,0,0,0,0
ORD_00129,708.22,2,354.11,0,2,Sports,4.1,0,0.0,11,paypal,1,0,0,1,1
ORD_00130,950.12,1,950.12,0,4,Electronics,4.4,79,0.531,165,credit_card,0,0,0,0,0
ORD_00131,1479.74,2,924.84,20,2,Toys,3.9,67,0.207,1728,debit_card,0,0,1,0,1
ORD_00132,2356.56,6,523.68,25,2,Clothing,2.5,0,0.0,10,apple_pay,1,1,1,0,0
ORD_00133,102.0,1,102.0,0,7,Clothing,3.9,12,0.302,376,paypal,0,0,0,1,0
ORD_00134,1436.54,5,410.44,30,1,Beauty,2.2,74,0.159,462,debit_card,0,0,1,0,0
ORD_00135,1511.16,2,755.58,0,7,Home,4.4,39,0.272,1441,credit_card,0,0,0,0,0
ORD_00136,731.14,1,731.14,0,5,Books,4.6,17,0.456,1085,paypal,0,0,0,0,0
ORD_00137,303.52,1,303.52,0,3,Electronics,3.8,0,0.0,27,apple_pay,1,0,0,0,0
ORD_00138,702.84,3,234.28,0,14,Home,4.6,12,0.567,1066,credit_card,0,0,0,1,0
ORD_00139,309.04,1,343.38,10,5,Sports,2.9,0,0.0,3,credit_card,1,0,1,0,0
ORD_00140,1265.97,3,444.2,5,4,Clothing,3.7,0,0.0,16,credit_card,1,0,0,0,0
ORD_00141,322.74,2,161.37,0,3,Toys,3.7,19,0.119,1073,credit_card,0,0,0,1,1
ORD_00142,2609.09,3,966.33,10,2,Beauty,2.4,41,0.098,1293,debit_card,0,0,1,1,1
ORD_00143,2184.67,4,642.55,15,3,Books,3.1,54,0.35,1662,apple_pay,0,0,1,0,0
ORD_00144,551.67,2,324.51,15,10,Home,2.7,0,0.0,15,credit_card,1,0,1,0,0
ORD_00145,626.11,4,184.15,15,1,Toys,2.3,0,0.0,10,credit_card,1,0,1,0,1
ORD_00146,1400.07,2,736.88,5,5,Sports,4.1,72,0.195,1387,credit_card,0,0,0,0,0
ORD_00147,1158.28,2,643.49,10,4,Beauty,4.0,34,0.366,424,gift_card,0,0,1,1,1
ORD_00148,4715.4,5,1178.85,20,5,Sports,3.5,72,0.56,1659,debit_card,0,0,1,1,0
ORD_00149,2043.92,2,1075.75,5,3,Books,2.4,0,0.0,30,debit_card,1,0,0,0,0
ORD_00150,579.06,1,579.06,0,4,Toys,4.1,0,0.0,19,debit_card,1,0,0,1,1
ORD_00151,1385.0,5,277.0,0,2,Electronics,3.4,18,0.003,1158,gift_card,0,0,0,1,0
ORD_00152,1955.1,4,575.03,15,5,Electronics,2.9,0,0.0,24,credit_card,1,0,1,0,0
ORD_00153,2530.15,3,1124.51,25,2,Beauty,2.5,51,0.473,412,apple_pay,0,0,1,0,0
ORD_00154,68.58,4,19.05,10,2,Toys,2.9,70,0.315,305,apple_pay,0,0,1,0,1
ORD_00155,191.61,1,201.69,5,3,Clothing,4.2,73,0.405,426,credit_card,0,0,0,0,0
ORD_00156,189.36,2,111.39,15,2,Clothing,3.0,0,0.0,8,credit_card,1,1,1,1,1
ORD_00157,1381.74,2,690.87,0,3,Clothing,4.0,21,0.243,1060,apple_pay,0,0,0,0,0
ORD_00158,2145.56,2,1129.24,5,2,Toys,3.4,78,0.224,1468,paypal,0,0,0,0,0
ORD_00159,805.05,3,268.35,0,5,Beauty,2.2,47,0.047,1186,credit_card,0,0,0,0,0
ORD_00160,647.7,1,647.7,0,6,Electronics,4.0,63,0.055,1076,credit_card,0,0,0,1,1
ORD_00161,1224.32,2,680.18,10,4,Electronics,2.1,0,0.0,0,debit_card,1,0,1,0,1
ORD_00162,42.0,1,84.0,50,7,Clothing,4.8,0,0.0,13,credit_card,1,1,1,0,0
ORD_00163,2044.62,6,454.36,25,3,Beauty,3.1,0,0.0,30,paypal,1,0,1,0,0
ORD_00164,198.67,1,220.74,10,4,Sports,2.7,0,0.0,0,gift_card,1,0,1,0,0
ORD_00165,920.2,2,460.1,0,3,Clothing,2.6,15,0.019,1383,credit_card,0,0,0,0,1
ORD_00166,128.27,1,128.27,0,4,Sports,2.1,52,0.263,1136,credit_card,0,0,0,0,1
ORD_00167,564.48,2,352.8,20,5,Electronics,3.8,42,0.142,324,gift_card,0,0,1,0,0
ORD_00168,604.45,1,671.61,10,5,Clothing,4.0,7,0.583,1348,paypal,0,0,1,0,1
ORD_00169,365.39,1,456.74,20,3,Beauty,2.9,60,0.549,1182,credit_card,0,0,1,0,1
ORD_00170,311.95,1,311.95,0,2,Electronics,3.1,25,0.031,803,paypal,0,0,0,0,0
ORD_00171,778.55,1,915.94,15,4,Home,4.6,2,0.127,420,gift_card,0,0,1,1,0
ORD_00172,534.91,2,297.17,10,2,Beauty,3.7,49,0.28,1359,credit_card,0,0,1,1,0
ORD_00173,150.65,2,125.54,40,3,Beauty,4.7,53,0.027,1800,credit_card,0,0,1,1,1
ORD_00174,3317.12,5,698.34,5,2,Electronics,3.1,64,0.33,1433,credit_card,0,0,0,0,0
ORD_00175,2535.36,3,889.6,5,5,Electronics,2.4,24,0.55,1141,gift_card,0,0,0,0,1
ORD_00176,309.12,4,96.6,20,1,Clothing,2.4,9,0.424,49,credit_card,0,0,1,1,1
ORD_00177,4658.0,5,1096.0,15,1,Home,3.2,0,0.0,23,credit_card,1,0,1,0,1
ORD_00178,2596.64,4,811.45,20,6,Clothing,2.3,0,0.0,6,paypal,1,1,1,0,0
ORD_00179,1093.91,1,1151.48,5,2,Sports,2.9,11,0.392,1788,paypal,0,0,0,1,1
ORD_00180,517.86,1,575.4,10,5,Clothing,4.5,43,0.34,1788,gift_card,0,0,1,0,1
ORD_00181,3749.45,5,833.21,10,3,Beauty,4.1,0,0.0,17,paypal,1,0,1,1,0
ORD_00182,1038.66,1,1154.07,10,5,Sports,3.2,0,0.0,5,paypal,1,0,1,0,0
ORD_00183,1859.2,3,652.35,5,5,Books,4.1,0,0.0,23,gift_card,1,0,0,1,0
ORD_00184,1324.77,4,413.99,20,7,Electronics,4.3,0,0.0,8,debit_card,1,0,1,0,1
ORD_00185,911.02,2,455.51,0,4,Electronics,4.3,0,0.0,7,debit_card,1,0,0,1,1
ORD_00186,1947.21,3,763.61,15,3,Clothing,2.0,47,0.457,240,credit_card,0,1,1,0,1
ORD_00187,74.67,2,39.3,5,2,Home,3.0,38,0.248,1626,credit_card,0,0,0,0,0
ORD_00188,4828.46,7,689.78,0,3,Clothing,2.9,9,0.1,596,credit_card,0,0,0,1,1
ORD_00189,677.74,1,753.04,10,2,Clothing,2.9,43,0.505,809,debit_card,0,1,1,0,0
ORD_00190,4677.12,4,1169.28,0,3,Toys,2.6,51,0.581,627,debit_card,0,0,0,0,0
ORD_00191,1189.38,3,396.46,0,5,Electronics,4.8,0,0.0,17,credit_card,1,0,0,0,1
ORD_00192,3396.09,3,1132.03,0,5,Beauty,2.2,53,0.404,316,paypal,0,0,0,1,0
ORD_00193,2845.74,3,948.58,0,14,Home,3.2,54,0.326,1650,gift_card,0,0,0,0,0
ORD_00194,2195.94,2,1097.97,0,2,Sports,2.5,73,0.59,1418,paypal,0,0,0,0,1
ORD_00195,402.87,3,134.29,0,2,Books,3.7,29,0.267,832,credit_card,0,0,0,0,0
ORD_00196,1137.4,1,1197.26,5,3,Beauty,2.3,19,0.209,733,credit_card,0,0,0,1,0
ORD_00197,901.49,2,530.29,15,3,Electronics,4.4,0,0.0,27,credit_card,1,0,1,1,0
ORD_00198,4007.97,5,890.66,10,4,Electronics,3.3,52,0.378,412,paypal,0,0,1,0,1
ORD_00199,437.78,2,243.21,10,3,Sports,2.6,9,0.346,1668,apple_pay,0,0,1,1,1
ORD_00200,481.1,2,320.73,25,4,Sports,3.8,76,0.069,751,debit_card,0,0,1,0,0
ORD_00201,978.89,3,362.55,10,2,Clothing,2.4,24,0.224,320,paypal,0,1,1,1,1
ORD_00202,650.69,1,765.52,15,4,Toys,3.7,18,0.112,1755,credit_card,0,0,1,1,0
ORD_00203,136.6,1,170.75,20,7,Home,3.5,54,0.426,940,credit_card,0,0,1,1,1
ORD_00204,1068.51,3,356.17,0,4,Clothing,3.4,64,0.33,262,paypal,0,1,0,0,0
ORD_00205,1456.14,2,910.09,20,3,Clothing,3.3,32,0.179,97,credit_card,0,1,1,0,1
ORD_00206,7460.4,8,932.55,0,5,Home,3.1,55,0.1,316,debit_card,0,0,0,0,0
ORD_00207,1156.46,2,642.48,10,2,Toys,2.9,66,0.591,1422,debit_card,0,0,1,1,0
ORD_00208,157.34,2,78.67,0,4,Sports,2.4,0,0.0,10,debit_card,1,0,0,0,0
ORD_00209,1392.58,2,696.29,0,3,Electronics,3.9,12,0.242,1566,credit_card,0,0,0,0,0
ORD_00210,2388.78,6,398.13,0,5,Books,4.2,46,0.51,1660,paypal,0,0,0,1,0
ORD_00211,262.48,1,328.1,20,3,Home,3.7,44,0.536,1592,credit_card,0,0,1,1,0
ORD_00212,234.13,2,156.09,25,3,Clothing,4.9,0,0.0,22,apple_pay,1,0,1,0,0
ORD_00213,453.19,4,119.26,5,2,Sports,3.9,0,0.0,20,credit_card,1,0,0,0,0
ORD_00214,2540.43,3,846.81,0,3,Clothing,2.7,2,0.005,734,debit_card,0,0,0,0,1
ORD_00215,394.93,1,464.62,15,2,Electronics,4.6,0,0.0,24,debit_card,1,0,1,0,0
ORD_00216,241.78,3,89.55,10,4,Clothing,3.1,0,0.0,23,credit_card,1,1,1,0,0
ORD_00217,102.2,1,127.75,20,4,Electronics,4.9,18,0.149,1351,credit_card,0,0,1,0,0
ORD_00218,1592.1,2,936.53,15,5,Sports,2.9,66,0.113,833,credit_card,0,0,1,1,0
ORD_00219,3587.46,6,597.91,0,3,Home,3.6,47,0.56,301,credit_card,0,0,0,0,0
ORD_00220,406.49,2,213.94,5,10,Clothing,3.8,0,0.0,6,credit_card,1,1,0,0,0
ORD_00221,1149.97,2,605.25,5,5,Clothing,3.6,36,0.05,192,paypal,0,1,0,0,0
ORD_00222,611.26,1,764.08,20,4,Clothing,4.1,31,0.035,207,apple_pay,0,1,1,0,1
ORD_00223,2377.2,3,792.4,0,1,Clothing,2.0,45,0.314,1634,debit_card,0,1,0,0,0
ORD_00224,3526.64,4,881.66,0,6,Electronics,3.3,34,0.427,1211,paypal,0,0,0,0,1
ORD_00225,1032.36,1,1032.36,0,2,Books,4.7,15,0.137,1073,credit_card,0,0,0,0,1
ORD_00226,309.3,1,441.86,30,2,Toys,2.1,54,0.135,539,credit_card,0,0,1,0,1
ORD_00227,407.15,1,452.39,10,6,Clothing,4.4,52,0.041,983,apple_pay,0,0,1,0,1
ORD_00228,895.5,2,447.75,0,5,Books,2.7,64,0.599,1620,credit_card,0,0,0,0,0
ORD_00229,14.82,1,15.6,5,2,Electronics,4.5,43,0.001,1377,credit_card,0,0,0,0,0
ORD_00230,1120.88,1,1179.87,5,7,Toys,2.4,0,0.0,1,apple_pay,1,0,0,0,0
ORD_00231,813.62,3,452.01,40,2,Clothing,2.4,10,0.355,158,credit_card,0,0,1,1,1
ORD_00232,818.18,1,962.57,15,5,Electronics,2.8,0,0.0,6,credit_card,1,0,1,0,1
ORD_00233,543.88,1,543.88,0,2,Electronics,4.3,60,0.159,276,credit_card,0,0,0,0,0
ORD_00234,2181.42,3,727.14,0,6,Clothing,4.1,51,0.308,1417,credit_card,0,0,0,1,0
ORD_00235,2414.52,4,670.7,10,2,Clothing,4.4,0,0.0,1,debit_card,1,0,1,1,0
ORD_00236,683.38,1,759.31,10,4,Clothing,4.4,0,0.0,2,credit_card,1,0,1,0,1
ORD_00237,3888.76,4,972.19,0,7,Clothing,4.8,51,0.298,814,paypal,0,1,0,1,1
ORD_00238,1061.04,1,1061.04,0,4,Clothing,2.9,71,0.287,210,credit_card,0,1,0,1,0
ORD_00239,1215.78,2,759.86,20,5,Toys,4.3,70,0.469,735,apple_pay,0,0,1,0,1
ORD_00240,388.1,1,388.1,0,6,Books,2.2,68,0.214,1227,gift_card,0,0,0,0,1
ORD_00241,781.68,3,325.7,20,6,Clothing,5.0,0,0.0,27,gift_card,1,1,1,0,0
ORD_00242,289.97,1,289.97,0,5,Electronics,3.8,46,0.569,1185,credit_card,0,0,0,0,0
ORD_00243,4192.92,4,1164.7,10,2,Clothing,2.2,3,0.316,32,credit_card,0,0,1,0,1
ORD_00244,723.37,1,964.49,25,2,Clothing,4.1,0,0.0,3,debit_card,1,0,1,0,1
ORD_00245,2397.75,5,479.55,0,3,Clothing,2.5,63,0.39,387,debit_card,0,0,0,0,1
ORD_00246,641.05,1,801.31,20,3,Books,2.9,0,0.0,0,apple_pay,1,0,1,0,0
ORD_00247,9268.0,8,1158.5,0,4,Beauty,4.9,0,0.0,18,credit_card,1,0,0,0,1
ORD_00248,421.4,1,421.4,0,4,Toys,4.5,43,0.268,574,credit_card,0,0,0,0,0
ORD_00249,2600.19,3,866.73,0,3,Electronics,2.5,49,0.211,799,credit_card,0,0,0,0,0
ORD_00250,2481.3,3,827.1,0,2,Beauty,2.9,14,0.045,379,apple_pay,0,0,0,1,1
ORD_00251,5869.15,5,1173.83,0,10,Beauty,4.1,22,0.364,920,credit_card,0,0,0,1,1
ORD_00252,713.2,1,839.06,15,5,Clothing,2.8,0,0.0,1,credit_card,1,0,1,0,1
ORD_00253,89.96,1,112.45,20,4,Home,2.3,0,0.0,20,credit_card,1,0,1,1,0
ORD_00254,457.69,1,481.78,5,4,Clothing,3.6,0,0.0,28,credit_card,1,1,0,1,0
ORD_00255,905.22,1,1005.8,10,2,Sports,2.3,70,0.248,1580,paypal,0,0,1,0,0
ORD_00256,1825.24,4,507.01,10,6,Home,4.6,11,0.237,1779,debit_card,0,0,1,0,0
ORD_00257,2936.23,4,815.62,10,2,Books,2.5,28,0.485,289,credit_card,0,0,1,1,0
ORD_00258,988.5,1,988.5,0,4,Electronics,4.2,12,0.233,844,paypal,0,0,0,0,0
ORD_00259,96.64,5,22.74,15,4,Books,2.3,0,0.0,18,paypal,1,0,1,0,0
